	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	CIDADE_ELABORACAO	SEC_ELABORACAO	DEP_ELABORACAO	NUM_BO	ANO_BO	DATA_FATO	dia	mês	ano	MÊS OCOR	ANO OCOR	DP_ELABORACAO	COORPORAÇÃO	SITUAÇÃO	ID_DELEGACIA	MUNICIPIO_CIRC	"DEPARTAMENTO_
CIRC"	SECCIONAL_CIRC	CIRCUNSCRIÇÃO	DESCR_TIPO_PESSOA	SEXO_PESSOA	IDADE_PESSOA	COR	DATA_NASCIMENTO_PESSOA	DESCR_PROFISSAO	HORA_FATO	DESCR_TIPOLOCAL	LOGRADOURO	NUMERO_LOGRADOURO	LATITUDE	LONGITUDE	NATUREZAS	CONDUTA	DESDOBRAMENTO	FLAG_VITIMA_FATAL	DATAHORA_REGISTRO_BO	HORA_FATO_HOUR_ONLY	COR_FOMATADO	SEXO_FOMATADO
5409	5409	5409	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	420	2019	06/08/2019	6	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	53º D.P. PARQUE DO CARMO	Autor/Vitima	Masculino	39	Parda	20/10/1979	NÃO INFORMADO	23:20:00	Area não ocupada	RUA ANNIBALE PADOVANO	5	-23.581973035	-46.49073699	Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16), Resistência (art. 329)		Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),Nas mesmas penas incorrem quem (Par. único)&#x00;,	Sim	07/08/2019	23	Parda	Masculino
5410	5410	5410	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	422	2019	08/08/2019	8	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	75º D.P. JARDIM ARPOADOR	Autor/Vitima	Masculino	22	Parda	10/07/1997	ESTUDANTE	20:40:00	Via pública	RUA ANAXIMANDRO	195	-23.588527261	-46.787033064999896	Homicídio simples (art. 121)		Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	09/08/2019	20	Parda	Masculino
5411	5411	5411	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	423	2019	09/08/2019	9	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	53º D.P. PARQUE DO CARMO	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	21:10:00	Comércio e serviços	RUA JOAQUIM DE SA	35	-23.5645838427222	-46.417923477694394	Homicídio simples (art. 121), Roubo (art. 157)	ESTABELECIMENTO COMERCIAL	Art. 157 - Subtrair coisa móvel alheia, para si ou para outrem, mediante grave ameaça ou violência a pessoa, ou depois de havê-la, por qualquer meio, reduzido à impossibilidade de resistência:&#x0D; Pena - reclusão, de 4 (quatro) a 10 (dez) anos, e multa.&#x0D; ,Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	09/08/2019	21	Parda	Masculino
5412	5412	5412	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	424	2019	10/08/2019	10	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	28º D.P. FREGUESIA DO O	Autor/Vitima	Masculino	20	Parda	16/11/1998	NÃO INFORMADO	02:00:00	Via pública	AVENIDA INAJAR DE SOUZA	2768	-23.4830600480304	-46.678619676513904	Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),Nas mesmas penas incorrem quem (Par. único)&#x00;,	Sim	10/08/2019	02	Parda	Masculino
5413	5413	5413	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	426	2019	10/08/2019	10	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	23º D.P. PERDIZES	Autor/Vitima	Masculino	26	Parda	23/03/1993	AUXILIAR DE MECANICO	05:53:00	Via pública	AVENIDA PACAEMBU	1	-23.5340000049999	-46.662052464999896	Homicídio simples (art. 121)	VEICULO	Art. 157 - Subtrair coisa móvel alheia, para si ou para outrem, mediante grave ameaça ou violência a pessoa, ou depois de havê-la, por qualquer meio, reduzido à impossibilidade de resistência:&#x0D; Pena - reclusão, de 4 (quatro) a 10 (dez) anos, e multa.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),VII - contra autoridade ou agente descrito nos arts. 142 e 144 da CF,	Sim	10/08/2019	05	Parda	Masculino
5414	5414	5414	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	430	2019	12/08/2019	12	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.5º LESTE	10º D.P. PENHA DE FRANCA	Autor/Vitima	Masculino	27	Preta	18/12/1991	ESTUDANTE	21:10:00	Area não ocupada	RUA ALVINOPOLIS	453	-23.5329150520054	-46.5415243826034	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	13/08/2019	21	Preta	Masculino
5415	5415	5415	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	431	2019	13/08/2019	13	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	55º D.P. PARQUE S.RAFAEL	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	17:15:00	Rodovia/Estrada	ESTRADA DOMINGOS DA GUIA	1	-23.635972562999893	-46.444608155	Homicídio simples (art. 121), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	13/08/2019	17	Parda	Masculino
5416	5416	5416	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	432	2019	14/08/2019	14	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	89º D.P. JARDIM TABOAO	Autor/Vitima	Masculino	21	Branca	20/11/1997	SEM PROFISSAO DEFINIDA	02:15:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	Disparo de arma de fogo (Art. 15), Homicídio simples (art. 121), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	14/08/2019	02	Branca	Masculino
5417	5417	5417	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	439	2019	17/08/2019	17	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PC	folga	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	15ª DP DR LUCIANO H BEIGUELMAN	Autor/Vitima	Masculino	22	Preta	01/05/1997	NÃO INFORMADO	14:20:00	Via pública	RUA DONA MARIA CAROLINA	474	-23.570460632020396	-46.6877427064694	Homicídio simples (art. 121), Roubo (art. 157)	TRANSEUNTE	Art. 157 - Subtrair coisa móvel alheia, para si ou para outrem, mediante grave ameaça ou violência a pessoa, ou depois de havê-la, por qualquer meio, reduzido à impossibilidade de resistência:&#x0D; Pena - reclusão, de 4 (quatro) a 10 (dez) anos, e multa.&#x0D; ,Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	17/08/2019	14	Preta	Masculino
5418	5418	5418	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	440	2019	17/08/2019	17	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	53º D.P. PARQUE DO CARMO	Autor/Vitima	Masculino	18	Parda	05/06/2001	ESTUDANTE	21:30:00	Via pública	ESTRADA DO PESSEGO	35	-23.558574145	-46.4457526579999	Homicídio simples (art. 121)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	18/08/2019	21	Parda	Masculino
5419	5419	5419	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	443	2019	19/08/2019	19	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	66º D.P. JDIM ARICANDUVA	Autor/Vitima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	22:30:00	Via pública	RUA HAMAMELIS	100	-23.5533690644666	-46.503312018333304	Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	20/08/2019	22	Branca	Masculino
5420	5420	5420	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	443	2019	19/08/2019	19	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	66º D.P. JDIM ARICANDUVA	Autor/Vitima	Masculino	25	Preta	31/12/1993	DESEMPREGADO	22:30:00	Via pública	RUA HAMAMELIS	100	-23.5533690644666	-46.503312018333304	Homicídio simples (art. 121), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	20/08/2019	22	Preta	Masculino
5421	5421	5421	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	444	2019	20/08/2019	20	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.5º LESTE	56º D.P. VILA ALPINA	Autor/Vitima	Masculino	19	Branca	26/09/1999	NÃO INFORMADO	06:30:00	Via pública	AVENIDA DOUTOR FRANCISCO MESQUITA - DIVI	1575	-23.60350091	-46.570552085	Homicídio simples (art. 121)	INTERIOR DE VEICULO	Art. 157 - Subtrair coisa móvel alheia, para si ou para outrem, mediante grave ameaça ou violência a pessoa, ou depois de havê-la, por qualquer meio, reduzido à impossibilidade de resistência:&#x0D; Pena - reclusão, de 4 (quatro) a 10 (dez) anos, e multa.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	20/08/2019	06	Branca	Masculino
5422	5422	5422	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	445	2019	21/08/2019	21	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.5º LESTE	30º D.P. TATUAPE	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	22:16:00	Via pública	AVENIDA CONDE DE FRONTIN	1250	-23.535181025708297	-46.54994586596501	Roubo (art. 157), Homicídio simples (art. 121)	OUTROS		Sim	22/08/2019	22	Parda	Masculino
5423	5423	5423	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	447	2019	23/08/2019	23	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	46º D.P. PERUS	Autor/Vitima	Masculino	29	Preta	01/02/1990	NÃO INFORMADO	10:30:00	Via pública	RUA CAMILLO ZANOTTI	289	-23.436777905331002	-46.732743741646395	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	OUTROS	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	23/08/2019	10	Preta	Masculino
5424	5424	5424	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	448	2019	23/08/2019	23	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.2º SUL	83º D.P. PARQUE BRISTOL	Autor/Vitima	Masculino	29	Branca	19/05/1990	NÃO INFORMADO	08:25:00	Via pública	RUA AFONSO RODRIGUES ADORNO	86	-23.6470303306666	-46.603855866	Homicídio simples (art. 121), Roubo (art. 157)	RESIDENCIA	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	23/08/2019	08	Branca	Masculino
5425	5425	5425	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	449	2019	24/08/2019	24	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	50º D.P. ITAIM PAULISTA	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	23:43:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	Homicídio simples (art. 121), Roubo (art. 157)	VEICULO	Art. 157 - Subtrair coisa móvel alheia, para si ou para outrem, mediante grave ameaça ou violência a pessoa, ou depois de havê-la, por qualquer meio, reduzido à impossibilidade de resistência:&#x0D; Pena - reclusão, de 4 (quatro) a 10 (dez) anos, e multa.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	25/08/2019	23	Parda	Masculino
5426	5426	5426	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	456	2019	29/08/2019	29	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	98º D.P. JARDIM MIRIAM	Autor/Vitima	Masculino	19	Branca	02/11/1999	ESTUDANTE	02:41:00	Via pública	ESTRADA DO RETIRO	60	-23.685133755	-46.646792027999886	Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	29/08/2019	02	Branca	Masculino
5427	5427	5427	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	459	2019	29/08/2019	29	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.2º SUL	26º D.P. SACOMA	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	20:50:00	Via pública	RUA GUEDESMAR	38	-23.6246766715555	-46.6117475866111	Homicídio simples (art. 121), Resistência (art. 329)	ESTABELECIMENTO COMERCIAL	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	30/08/2019	20	Parda	Masculino
5428	5428	5428	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	460	2019	30/08/2019	30	8	2019	8	2019	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	28º D.P. FREGUESIA DO O	Autor/Vitima	Masculino	46	Branca	30/04/1973	VENDEDOR(A)	19:15:00	Via pública	RUA PROFESSOR OLIVEIRA E SOUZA	182	-23.490763242943892	-46.701029791226794	Resistência (art. 329), Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	30/08/2019	19	Branca	Masculino
5429	5429	5429	SANTOS	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	554	2019	29/08/2019	29	8	2019	8	2019	DEL.INV.GER. SANTOS	PM	serviço	40201	SANTOS	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	05º D.P. SANTOS	Autor/Vitima	Masculino	33	Parda	17/09/1985	MOTORISTA	18:00:00	Via pública	RODOVIA SP 150	255	-23.92986339	-46.3555624799999	Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	29/08/2019	18	Parda	Masculino
5430	5430	5430	SANTOS	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	554	2019	29/08/2019	29	8	2019	8	2019	DEL.INV.GER. SANTOS	PM	serviço	40201	SANTOS	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	05º D.P. SANTOS	Autor/Vitima	Masculino	36	Parda	20/07/1983	NÃO INFORMADO	18:00:00	Via pública	RODOVIA SP 150	255	-23.92986339	-46.3555624799999	Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	29/08/2019	18	Parda	Masculino
5431	5431	5431	SANTOS	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	554	2019	29/08/2019	29	8	2019	8	2019	DEL.INV.GER. SANTOS	PM	serviço	40201	SANTOS	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	05º D.P. SANTOS	Autor/Vitima	Masculino	26	Branca	03/07/1993	NÃO INFORMADO	18:00:00	Via pública	RODOVIA SP 150	255	-23.92986339	-46.3555624799999	Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	29/08/2019	18	Branca	Masculino
5432	5432	5432	ITIRAPINA	DEL.SEC.RIO CLARO	DEINTER 9 - PIRACICABA	649	2019	10/08/2019	10	8	2019	8	2019	DEL.POL.ITIRAPINA	PM	serviço	70605	ITIRAPINA	DEINTER 9 - PIRACICABA	DEL.SEC.RIO CLARO	DEL. POL. ITIRAPINA	Vítima	Masculino	27	Branca	07/01/1992	NÃO INFORMADO	17:15:00	Via pública	ESTRADA TERRA	1	-22.252801731434694	-47.8289113115652	Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	10/08/2019	17	Branca	Masculino
5433	5433	5433	GUARUJA	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	907	2019	14/08/2019	14	8	2019	8	2019	02º D.P. GUARUJA	PM	serviço	40233	GUARUJA	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	02º D.P. GUARUJA	Vítima	Masculino	40	Branca	10/12/1978	DESEMPREGADO	09:00:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.994139999999962	-46.25741999999998	Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	14/08/2019	09	Branca	Masculino
5434	5434	5434	DRACENA	DEL.SEC.DRACENA	DEINTER 8 - PRESIDENTE PRUDENTE	980	2019	06/08/2019	6	8	2019	8	2019	01º D.P. DRACENA	PM	serviço	90411	DIADEMA	DEMACRO	DEL.SEC.DIADEMA	01º D.P. DIADEMA	Autor/Vitima	Masculino	72	Branca	28/09/1946	APOSENTADO(A)	08:08:00	Via pública	RUA SÃO PAULO	1874	-21.492433869260807	-51.5405338532608	Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	06/08/2019	08	Branca	Masculino
5435	5435	5435	S.JOSE DOS CAMPOS	DEL.SEC.S.JOSÉ DOS CAMPOS	DEINTER 1 - SAO JOSE DOS CAMPOS	1532	2019	13/08/2019	13	8	2019	8	2019	01º D.P. S.JOSE DOS CAMPOS	PM	serviço	130310	S.JOSE DOS CAMPOS	DEINTER 1 - SAO JOSE DOS CAMPOS	DEL.SEC.S.JOSÉ DOS CAMPOS	01º D.P. S.JOSE DOS CAMPOS	Autor/Vitima	Masculino	30	Branca	03/12/1988	DESEMPREGADO(A)	16:35:00	Via pública	RUA PARAIBA	23	-23.183156948871	-45.8879480545664	Homicídio qualificado (art. 121, §2o.), Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16)		Contra autoridade ou agente descrito nos arts. 142 e 144 da Constituição Federal,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),Nas mesmas penas incorrem quem (Par. único)&#x00;,	Sim	13/08/2019	16	Branca	Masculino
5436	5436	5436	SANTOS	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	1598	2019	12/08/2019	12	8	2019	8	2019	CENTRAL POL. JUD. SANTOS	PM	serviço	40010	SANTOS	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	05º D.P. SANTOS	Autor/Vitima	Masculino	40	Preta	03/05/1979	NAO INFORMADA	18:15:00	Via pública	PRAÇA JOSÉ LAMACCHIA	37	-23.935261984	-46.380346265	Homicídio simples (art. 121), Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),VII - contra autoridade ou agente descrito nos arts. 142 e 144 da CF,	Sim	12/08/2019	18	Preta	Masculino
5437	5437	5437	CARAPICUIBA	DEL.SEC.CARAPICUIBA	DEMACRO	1767	2019	09/08/2019	9	8	2019	8	2019	02º D.P. CARAPICUIBA	PM	folga	30432	CARAPICUIBA	DEMACRO	DEL.SEC.CARAPICUIBA	02º D.P. CARAPICUIBA	Autor/Vitima	Masculino	36	Parda	25/05/1983	CAMINHONEIRO	05:00:00	Via pública	ESTRADA DO COPIÚVA	566	-23.5510785355	-46.824643607999896	Homicídio simples (art. 121)	OUTROS	Lesão corporal decorrente de intervenção policial (RES. SSP 05 - 07/01/2013),Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	09/08/2019	05	Parda	Masculino
5438	5438	5438	MOGI-GUACU	DEL.SEC.MOGI GUAÇU	DEINTER 2 - CAMPINAS	1934	2019	04/08/2019	4	8	2019	8	2019	DEL.SEC.MOGI GUAÇÚ PLANTÃO	PM	serviço	70930	MOGI-GUACU	DEINTER 2 - CAMPINAS	DEL.SEC.MOGI GUAÇU	03º D.P. MOGI-GUAÇÚ	Autor/Vitima	Masculino	33	Branca	24/07/1986	TRABALHADOR RURAL	01:30:00	Via pública	RUA VEREADOR SEBASTIÃO DE MELO	211	-22.3544659858359	-46.9303959044025	Resistência (art. 329)		caput. Opor-se à execução de ato legal, mediante violência ou ameaça	Sim	04/08/2019	01	Branca	Masculino
5439	5439	5439	MOGI-GUACU	DEL.SEC.MOGI GUAÇU	DEINTER 2 - CAMPINAS	2108	2019	22/08/2019	22	8	2019	8	2019	DEL.SEC.MOGI GUAÇÚ PLANTÃO	PM	serviço	70930	MOGI-GUACU	DEINTER 2 - CAMPINAS	DEL.SEC.MOGI GUAÇU	01º D.P. MOGI GUAÇÚ	Autor/Vitima	Masculino	20	Branca	26/12/1998	DESEMPREGADO	21:10:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-22.373099999999965	-46.94178999999997	Homicídio simples (art. 121), Posse irregular de arma de fogo de uso permitido (Art.12)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	23/08/2019	21	Branca	Masculino
5440	5440	5440	S.JOSE DOS CAMPOS	DEL.SEC.S.JOSÉ DOS CAMPOS	DEINTER 1 - SAO JOSE DOS CAMPOS	2207	2019	04/08/2019	4	8	2019	8	2019	DEL.SEC.POL.SJCAMPOS PL SUL	PM	serviço	130508	S.JOSE DOS CAMPOS	DEINTER 1 - SAO JOSE DOS CAMPOS	DEL.SEC.S.JOSÉ DOS CAMPOS	06º D.P. S.JOSE DOS CAMPOS	Autor/Vitima	Masculino	23	Branca	22/02/1996	RECEPCIONISTA	01:20:00	Via pública	AVENIDA JOAO RODOLFO CASTELLI	1260	-23.2442400682093	-45.841584470589396	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	04/08/2019	01	Branca	Masculino
5441	5441	5441	EMBU	DEL.SEC.TABOÃO DA SERRA	DEMACRO	2328	2019	15/08/2019	15	8	2019	8	2019	DEL.POL.EMBU DAS ARTES	PM	serviço	30404	ITAPECERICA DA SERRA	DEMACRO	DEL.SEC.TABOÃO DA SERRA	DEL.POL.ITAPECERICA DA SERRA	Vítima	Masculino	NÃO INFORMADO	NÃO INFORMADO	NÃO INFORMADO	NÃO INFORMADO	21:10:00	Via pública	RUA JOSÉ LOURENÇO	67	-23.700410506999997	-46.8571025959999	Homicídio simples (art. 121), Roubo (art. 157), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	16/08/2019	21	NÃO INFORMADO	Masculino
5442	5442	5442	EMBU	DEL.SEC.TABOÃO DA SERRA	DEMACRO	2404	2019	24/08/2019	24	8	2019	8	2019	DEL.POL.EMBU DAS ARTES	PM	serviço	30404	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	47º D.P. CAPAO REDONDO	Vítima	Masculino	23	Parda	16/03/1996	LAVADOR	09:40:00	Via pública	RUA ANDORINHA PEQUENA	45	-23.6746124167449	-46.7968727291986	Homicídio simples (art. 121), Roubo (art. 157), Roubo (art. 157), Roubo (art. 157)	TRANSEUNTE	Art. 157 - Subtrair coisa móvel alheia, para si ou para outrem, mediante grave ameaça ou violência a pessoa, ou depois de havê-la, por qualquer meio, reduzido à impossibilidade de resistência:&#x0D; Pena - reclusão, de 4 (quatro) a 10 (dez) anos, e multa.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	24/08/2019	09	Parda	Masculino
5443	5443	5443	SANTO ANDRE	DEL.SEC.SANTO ANDRÉ	DEMACRO	2427	2019	12/08/2019	12	8	2019	8	2019	03º D.P. SANTO ANDRÉ	PM	serviço	30104	S.ANDRE	DEMACRO	DEL.SEC.SANTO ANDRÉ	03º D.P. SANTO ANDRÉ	Autor/Vitima	Masculino	NÃO INFORMADO	Preta	NÃO INFORMADO	NÃO INFORMADO	05:10:00	Via pública	RUA TABAPUA	236	-23.690329548	-46.5267611859999	Homicídio simples (art. 121), Localização/Apreensão e Entrega de veículo, Roubo (art. 157)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	12/08/2019	05	Preta	Masculino
5444	5444	5444	SUMARE	DEL.SEC.AMERICANA	DEINTER 9 - PIRACICABA	2444	2019	30/08/2019	30	8	2019	8	2019	DEL.POL.PLANTÃO SUMARE	PM	serviço	70926	SUMARE	DEINTER 9 - PIRACICABA	DEL.SEC.AMERICANA	02º D.P. SUMARE	Autor/Vitima	Masculino	32	Branca	29/03/1987	MECANICO(A)	21:30:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-22.825789999999927	-47.269259999999974	Homicídio simples (art. 121), Roubo (art. 157), Roubo (art. 157)	RESIDENCIA	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	31/08/2019	21	Branca	Masculino
